ts,equity,pos,entry_px,stop_px,trail_px,size_notional,funding_pnl,close
2025-12-19 11:15:00+00:00,1000.0,0,,,,0.0,0.0,2961.73
2025-12-19 11:30:00+00:00,1000.0,0,,,,0.0,0.0,2968.75
2025-12-19 11:45:00+00:00,1000.0,0,,,,0.0,0.0,2964.0
2025-12-19 12:00:00+00:00,1000.0,0,,,,0.0,0.0,2964.3
2025-12-19 12:15:00+00:00,1000.0,0,,,,0.0,0.0,2955.96
2025-12-19 12:30:00+00:00,1000.0,0,,,,0.0,0.0,2957.02
2025-12-19 12:45:00+00:00,1000.0,0,,,,0.0,0.0,2954.99
2025-12-19 13:00:00+00:00,1000.0,0,,,,0.0,0.0,2960.51
2025-12-19 13:15:00+00:00,1000.0,0,,,,0.0,0.0,2964.51
2025-12-19 13:30:00+00:00,1000.0,0,,,,0.0,0.0,2962.5
2025-12-19 13:45:00+00:00,1000.0,0,,,,0.0,0.0,2960.35
2025-12-19 14:00:00+00:00,1000.0,0,,,,0.0,0.0,2972.6
2025-12-19 14:15:00+00:00,1000.0,0,,,,0.0,0.0,2959.04
2025-12-19 14:30:00+00:00,1000.0,0,,,,0.0,0.0,2992.37
2025-12-19 14:45:00+00:00,1000.0,0,,,,0.0,0.0,2975.64
2025-12-19 15:00:00+00:00,1000.0,0,,,,0.0,0.0,2986.78
2025-12-19 15:15:00+00:00,1000.0,0,,,,0.0,0.0,2965.1
2025-12-19 15:30:00+00:00,1000.0,0,,,,0.0,0.0,2968.69
2025-12-19 15:45:00+00:00,1000.0,0,,,,0.0,0.0,2963.48
2025-12-19 16:00:00+00:00,1000.0,0,,,,0.0,0.0,2984.05
2025-12-19 16:15:00+00:00,1000.0,0,,,,0.0,0.0,2981.74
2025-12-19 16:30:00+00:00,1000.0,0,,,,0.0,0.0,2980.61
2025-12-19 16:45:00+00:00,1000.0,0,,,,0.0,0.0,2965.52
2025-12-19 17:00:00+00:00,1000.0,0,,,,0.0,0.0,2981.94
2025-12-19 17:15:00+00:00,1000.0,0,,,,0.0,0.0,2968.74
2025-12-19 17:30:00+00:00,1000.0,0,,,,0.0,0.0,2960.34
2025-12-19 17:45:00+00:00,1000.0,0,,,,0.0,0.0,2938.23
2025-12-19 18:00:00+00:00,1000.0,0,,,,0.0,0.0,2948.3
2025-12-19 18:15:00+00:00,1000.0,0,,,,0.0,0.0,2966.6
2025-12-19 18:30:00+00:00,1000.0,0,,,,0.0,0.0,2955.11
